set,series,number,name,rarity,types,hp,image_small,is_ex,popularity,tcgplayer_price,cardmarket_price_eur,price,predicted_price,residual_log,verdict,confident,pull_cost,pull_score,pct_change_7d,pct_change_30d
Fates Collide,XY,98,Energy Reset,Uncommon,,0.0,https://images.pokemontcg.io/xy10/98.png,0,3.0,0.21,0.22,0.21,0.27,-0.25,fair,True,,,0.0,
Fates Collide,XY,108,Power Memory,Uncommon,,0.0,https://images.pokemontcg.io/xy10/108.png,0,3.0,0.21,0.09,0.21,0.27,-0.25,fair,True,,,5.0,
POP Series 6,POP,10,Staravia,Uncommon,Colorless,70.0,https://images.pokemontcg.io/pop6/10.png,0,3.0,24.7,14.3,24.7,31.69,-0.25,,False,,,0.0,
Lost Thunder,Sun & Moon,88,Xatu,Uncommon,Psychic,100.0,https://images.pokemontcg.io/sm8/88.png,0,3.0,0.32,0.13,0.32,0.41,-0.25,fair,True,,,-3.0,
Brilliant Stars,Sword & Shield,116,Castform,Common,Colorless,70.0,https://images.pokemontcg.io/swsh9/116.png,0,3.0,0.09,0.02,0.09,0.12,-0.25,fair,True,,,-10.0,
Astral Radiance,Sword & Shield,207,Zisu,Rare Rainbow,,0.0,https://images.pokemontcg.io/swsh10/207.png,0,3.0,3.83,5.14,3.83,4.91,-0.25,fair,True,,,0.8,
Dragon,EX,16,Girafarig,Rare,Psychic,70.0,https://images.pokemontcg.io/ex3/16.png,0,3.0,1.65,0.8,1.65,2.12,-0.25,fair,True,,,-0.6,
Vivid Voltage,Sword & Shield,168,Talonflame V,Rare Ultra,Fire,190.0,https://images.pokemontcg.io/swsh4/168.png,0,3.0,3.15,3.69,3.15,4.04,-0.25,fair,True,,,-2.2,
Dragon Frontiers,EX,31,Horsea δ,Uncommon,Fighting,40.0,https://images.pokemontcg.io/ex15/31.png,0,3.0,1.52,0.57,1.52,1.95,-0.25,fair,True,,,0.0,
Unified Minds,Sun & Moon,5,Shroomish,Common,Grass,60.0,https://images.pokemontcg.io/sm11/5.png,0,3.0,0.23,0.12,0.23,0.29,-0.25,fair,True,,,-25.8,
Unified Minds,Sun & Moon,174,Pidove,Common,Colorless,60.0,https://images.pokemontcg.io/sm11/174.png,0,3.0,0.23,0.07,0.23,0.29,-0.25,fair,True,,,-4.2,
151,Scarlet & Violet,188,Alakazam ex,Ultra Rare,Psychic,310.0,https://images.pokemontcg.io/sv3pt5/188.png,1,3.0,9.66,12.64,9.66,12.38,-0.25,fair,True,,,-12.9,
POP Series 5,POP,15,Zangoose δ,Common,Metal,70.0,https://images.pokemontcg.io/pop5/15.png,0,3.0,15.52,2.49,15.52,19.89,-0.25,fair,True,,,0.9,
Primal Clash,XY,89,Drilbur,Common,Fighting,60.0,https://images.pokemontcg.io/xy5/89.png,0,3.0,0.21,0.09,0.21,0.27,-0.25,fair,True,,,0.0,
Stellar Crown,Scarlet & Violet,49,Lanturn,Uncommon,Lightning,120.0,https://images.pokemontcg.io/sv7/49.png,0,3.0,0.06,0.02,0.06,0.08,-0.25,fair,True,,,-33.3,
Arceus,Platinum,77,Tangela,Common,Grass,60.0,https://images.pokemontcg.io/pl4/77.png,0,3.0,0.44,0.16,0.44,0.56,-0.25,fair,True,,,0.0,
Scarlet & Violet,Scarlet & Violet,92,Floette,Common,Psychic,70.0,https://images.pokemontcg.io/sv1/92.png,0,3.0,0.1,0.06,0.1,0.13,-0.25,fair,True,,,0.0,
Scarlet & Violet,Scarlet & Violet,104,Greavard,Common,Psychic,70.0,https://images.pokemontcg.io/sv1/104.png,0,3.0,0.1,0.03,0.1,0.13,-0.25,fair,True,,,11.1,
Scarlet & Violet,Scarlet & Violet,49,Clauncher,Common,Water,70.0,https://images.pokemontcg.io/sv1/49.png,0,3.0,0.1,0.05,0.1,0.13,-0.25,fair,True,,,0.0,
Astral Radiance,Sword & Shield,133,Oranguru V,Rare Holo V,Colorless,210.0,https://images.pokemontcg.io/swsh10/133.png,0,3.0,0.9,0.61,0.9,1.15,-0.25,fair,True,,,-3.2,
Dragon,EX,70,Numel,Common,Fire,50.0,https://images.pokemontcg.io/ex3/70.png,0,3.0,0.92,0.54,0.92,1.18,-0.25,fair,True,,,0.0,
Destined Rivals,Scarlet & Violet,15,Team Rocket's Blipbug,Common,Grass,60.0,https://images.pokemontcg.io/sv10/15.png,0,3.0,0.12,0.03,0.12,0.15,-0.25,fair,True,,,100.0,
Lost Thunder,Sun & Moon,18,Heracross,Uncommon,Grass,120.0,https://images.pokemontcg.io/sm8/18.png,0,3.0,0.33,0.18,0.33,0.42,-0.25,fair,True,,,3.1,
Fusion Strike,Sword & Shield,161,Galarian Obstagoon,Rare Holo,Darkness,170.0,https://images.pokemontcg.io/swsh8/161.png,0,3.0,0.24,0.13,0.24,0.31,-0.25,fair,True,,,-17.2,
Brilliant Stars Trainer Gallery,Sword & Shield,TG19,Single Strike Urshifu VMAX,Rare Holo VMAX,Fighting,330.0,https://images.pokemontcg.io/swsh9tg/TG19.png,0,3.0,9.42,7.88,9.42,12.06,-0.25,,False,,,-0.3,
Paradox Rift,Scarlet & Violet,7,Crustle,Common,Grass,130.0,https://images.pokemontcg.io/sv4/7.png,0,3.0,0.1,0.05,0.1,0.13,-0.25,fair,True,,,-16.7,
Surging Sparks,Scarlet & Violet,235,Surfer,Ultra Rare,,0.0,https://images.pokemontcg.io/sv8/235.png,0,3.0,1.13,1.1,1.13,1.45,-0.25,fair,True,,,-12.4,
Fossil,Base,57,Zubat,Common,Grass,40.0,https://images.pokemontcg.io/base3/57.png,0,3.0,0.55,0.69,0.55,0.7,-0.25,fair,True,,,1.9,
Secret Wonders,Diamond & Pearl,38,Sunflora,Rare,Grass,80.0,https://images.pokemontcg.io/dp3/38.png,0,3.0,1.46,0.52,1.46,1.87,-0.25,fair,True,,,0.0,
Ultra Prism,Sun & Moon,81,Magnemite,Common,Metal,60.0,https://images.pokemontcg.io/sm5/81.png,0,3.0,0.16,0.08,0.16,0.2,-0.25,fair,True,,,14.3,
XY,XY,117,Fairy Garden,Uncommon,,0.0,https://images.pokemontcg.io/xy1/117.png,0,3.0,0.28,0.29,0.28,0.36,-0.25,fair,True,,,0.0,
XY,XY,128,Super Potion,Uncommon,,0.0,https://images.pokemontcg.io/xy1/128.png,0,3.0,0.28,0.19,0.28,0.36,-0.25,fair,True,,,0.0,
XY,XY,120,Max Revive,Uncommon,,0.0,https://images.pokemontcg.io/xy1/120.png,0,3.0,0.28,0.16,0.28,0.36,-0.25,fair,True,,,0.0,
Astral Radiance,Sword & Shield,64,Drifblim,Uncommon,Psychic,110.0,https://images.pokemontcg.io/swsh10/64.png,0,3.0,0.1,0.03,0.1,0.13,-0.25,fair,True,,,0.0,
Majestic Dawn,Diamond & Pearl,56,Chimchar,Common,Fire,40.0,https://images.pokemontcg.io/dp5/56.png,0,3.0,0.5,0.25,0.5,0.64,-0.25,fair,True,,,0.0,
Journey Together,Scarlet & Violet,84,Rockruff,Common,Fighting,70.0,https://images.pokemontcg.io/sv9/84.png,0,3.0,0.1,0.06,0.1,0.13,-0.25,fair,True,,,42.9,
Chilling Reign,Sword & Shield,28,Cinderace,Rare Holo,Fire,170.0,https://images.pokemontcg.io/swsh6/28.png,0,3.0,0.34,0.3,0.34,0.43,-0.25,fair,True,,,-2.9,
Aquapolis,E-Card,99,Paras,Common,Grass,50.0,https://images.pokemontcg.io/ecard2/99.png,0,3.0,8.83,1.27,8.83,11.29,-0.25,fair,True,,,0.0,
SWSH Black Star Promos,Sword & Shield,SWSH091,Bronzong,Promo,Metal,110.0,https://images.pokemontcg.io/swshp/SWSH091.png,0,3.0,3.18,9.13,3.18,4.06,-0.25,fair,True,,,0.3,
Gym Heroes,Gym,127,Fighting Energy,Unknown,,0.0,https://images.pokemontcg.io/gym1/127.png,0,3.0,0.63,0.56,0.63,0.81,-0.25,,False,,,-8.7,
Paldean Fates,Scarlet & Violet,227,Clive,Ultra Rare,,0.0,https://images.pokemontcg.io/sv4pt5/227.png,0,3.0,0.56,0.38,0.56,0.72,-0.25,,False,,,-3.4,
Plasma Storm,Black & White,92,Durant,Uncommon,Metal,70.0,https://images.pokemontcg.io/bw8/92.png,0,3.0,0.39,0.41,0.39,0.5,-0.25,fair,True,,,2.6,
Surging Sparks,Scarlet & Violet,214,Braviary,Illustration Rare,Colorless,130.0,https://images.pokemontcg.io/sv8/214.png,0,3.0,4.95,5.73,4.95,6.32,-0.24,fair,True,,,-18.6,
Chilling Reign,Sword & Shield,43,Inteleon,Rare Holo,Water,150.0,https://images.pokemontcg.io/swsh6/43.png,0,3.0,0.33,0.48,0.33,0.42,-0.24,fair,True,,,3.1,
Jungle,Base,64,Poké Ball,Common,,0.0,https://images.pokemontcg.io/base2/64.png,0,3.0,0.35,0.49,0.35,0.45,-0.24,fair,True,,,2.9,
Dragons Exalted,Black & White,3,Jumpluff,Rare,Grass,90.0,https://images.pokemontcg.io/bw6/3.png,0,3.0,1.11,0.79,1.11,1.42,-0.24,fair,True,,,0.0,
Celestial Storm,Sun & Moon,126,Bill's Maintenance,Uncommon,,0.0,https://images.pokemontcg.io/sm7/126.png,0,3.0,0.24,0.13,0.24,0.31,-0.24,fair,True,,,0.0,
Power Keepers,EX,106,Lightning Energy,Rare Holo,,0.0,https://images.pokemontcg.io/ex16/106.png,0,3.0,5.64,2.2,5.64,7.2,-0.24,fair,True,,,-0.2,
Diamond & Pearl,Diamond & Pearl,58,Prinplup,Uncommon,Water,80.0,https://images.pokemontcg.io/dp1/58.png,0,3.0,0.72,0.4,0.72,0.92,-0.24,fair,True,,,1.4,
Roaring Skies,XY,72,Swellow,Rare Holo,Colorless,90.0,https://images.pokemontcg.io/xy6/72.png,0,3.0,2.59,3.09,2.59,3.31,-0.24,fair,True,,,2.8,
Jungle,Base,37,Gloom,Uncommon,Grass,60.0,https://images.pokemontcg.io/base2/37.png,0,3.0,0.93,0.69,0.93,1.19,-0.24,fair,True,,,1.1,
Paradox Rift,Scarlet & Violet,98,Hoopa ex,Double Rare,Fighting,220.0,https://images.pokemontcg.io/sv4/98.png,1,3.0,0.78,0.89,0.78,1.0,-0.24,fair,True,,,-11.4,
Surging Sparks,Scarlet & Violet,113,Grapploct,Common,Fighting,140.0,https://images.pokemontcg.io/sv8/113.png,0,3.0,0.05,0.03,0.05,0.06,-0.24,fair,True,,,25.0,
Plasma Storm,Black & White,6,Cherubi,Common,Grass,40.0,https://images.pokemontcg.io/bw8/6.png,0,3.0,0.35,0.17,0.35,0.45,-0.24,fair,True,,,0.0,
White Flare,Scarlet & Violet,85,Tool Scrapper,Uncommon,,0.0,https://images.pokemontcg.io/rsv10pt5/85.png,0,3.0,0.19,0.13,0.19,0.24,-0.24,fair,True,,,26.7,
Battle Styles,Sword & Shield,180,Exp. Share,Rare Secret,,0.0,https://images.pokemontcg.io/swsh5/180.png,0,3.0,2.39,6.74,2.39,3.05,-0.24,fair,True,,,-1.6,
XY,XY,6,Ledyba,Common,Grass,60.0,https://images.pokemontcg.io/xy1/6.png,0,3.0,0.24,0.18,0.24,0.31,-0.24,fair,True,,,0.0,
XY,XY,33,Staryu,Common,Water,60.0,https://images.pokemontcg.io/xy1/33.png,0,3.0,0.24,0.14,0.24,0.31,-0.24,fair,True,,,0.0,
XY,XY,49,Spoink,Common,Psychic,60.0,https://images.pokemontcg.io/xy1/49.png,0,3.0,0.24,0.13,0.24,0.31,-0.24,fair,True,,,0.0,
XY,XY,82,Bisharp,Rare,Metal,90.0,https://images.pokemontcg.io/xy1/82.png,0,3.0,0.42,0.54,0.42,0.54,-0.24,fair,True,,,-4.5,
Crown Zenith,Sword & Shield,159,Metal Energy,Rare Ultra,,0.0,https://images.pokemontcg.io/swsh12pt5/159.png,0,3.0,3.27,2.08,3.27,4.17,-0.24,,False,,,1.2,
Obsidian Flames,Scarlet & Violet,204,Houndour,Illustration Rare,Darkness,50.0,https://images.pokemontcg.io/sv3/204.png,0,3.0,10.33,2.15,10.33,13.17,-0.24,fair,True,,,-9.3,
Furious Fists,XY,29,Electabuzz,Common,Lightning,80.0,https://images.pokemontcg.io/xy3/29.png,0,3.0,0.2,0.1,0.2,0.26,-0.24,fair,True,,,0.0,
Cosmic Eclipse,Sun & Moon,220,Arceus & Dialga & Palkia-GX,Rare Ultra,Dragon,280.0,https://images.pokemontcg.io/sm12/220.png,0,3.0,60.6,45.85,60.6,77.28,-0.24,fair,True,,,0.9,
Crown Zenith,Sword & Shield,97,Zamazenta,Rare Holo,Metal,130.0,https://images.pokemontcg.io/swsh12pt5/97.png,0,3.0,0.35,0.63,0.35,0.45,-0.24,fair,True,,,0.0,
Crown Zenith,Sword & Shield,26,Volcanion,Rare Holo,Fire,130.0,https://images.pokemontcg.io/swsh12pt5/26.png,0,3.0,0.35,0.39,0.35,0.45,-0.24,fair,True,,,0.0,
Double Crisis,XY,8,Team Aqua's Muk,Rare Holo,Psychic,110.0,https://images.pokemontcg.io/dc1/8.png,0,3.0,2.6,4.77,2.6,3.31,-0.24,fair,True,,,0.0,
Cosmic Eclipse,Sun & Moon,14,Kricketune,Uncommon,Grass,100.0,https://images.pokemontcg.io/sm12/14.png,0,3.0,0.2,0.13,0.2,0.25,-0.24,fair,True,,,-4.8,
Paldean Fates,Scarlet & Violet,144,Pawmot,Shiny Rare,Lightning,130.0,https://images.pokemontcg.io/sv4pt5/144.png,0,3.0,3.91,3.05,3.91,4.98,-0.24,fair,True,,,3.7,
Unbroken Bonds,Sun & Moon,94,Rhydon,Uncommon,Fighting,110.0,https://images.pokemontcg.io/sm10/94.png,0,3.0,0.27,0.28,0.27,0.34,-0.24,fair,True,,,0.0,
McDonald's Collection 2022,Other,13,Pangoro,Unknown,Darkness,140.0,https://images.pokemontcg.io/mcd22/13.png,0,3.0,0.31,0.13,0.31,0.4,-0.24,fair,True,,,0.0,
Boundaries Crossed,Black & White,90,Purrloin,Common,Darkness,50.0,https://images.pokemontcg.io/bw7/90.png,0,3.0,0.39,0.17,0.39,0.5,-0.24,fair,True,,,0.0,
Secret Wonders,Diamond & Pearl,115,Trapinch,Common,Fighting,50.0,https://images.pokemontcg.io/dp3/115.png,0,3.0,0.49,0.21,0.49,0.62,-0.24,fair,True,,,6.5,
Paldean Fates,Scarlet & Violet,200,Dodrio,Shiny Rare,Colorless,100.0,https://images.pokemontcg.io/sv4pt5/200.png,0,3.0,4.29,2.73,4.29,5.47,-0.24,fair,True,,,-7.3,
Stormfront,Diamond & Pearl,97,Heatran LV.X,Rare Holo LV.X,Fire,120.0,https://images.pokemontcg.io/dp7/97.png,0,3.0,64.77,11.49,64.77,82.55,-0.24,,False,,,3.4,
Evolutions,XY,32,Starmie BREAK,Rare BREAK,Water,130.0,https://images.pokemontcg.io/xy12/32.png,0,3.0,2.24,2.33,2.24,2.85,-0.24,,False,,,0.4,
Unseen Forces,EX,38,Croconaw,Uncommon,Water,80.0,https://images.pokemontcg.io/ex10/38.png,0,3.0,1.95,1.92,1.95,2.48,-0.24,fair,True,,,0.0,
Brilliant Stars,Sword & Shield,184,Arceus VSTAR,Rare Secret,Colorless,280.0,https://images.pokemontcg.io/swsh9/184.png,0,3.0,17.13,9.45,17.13,21.82,-0.24,fair,True,,,5.7,
Legendary Collection,Other,71,Doduo,Common,Colorless,50.0,https://images.pokemontcg.io/base6/71.png,0,3.0,0.83,0.39,0.83,1.06,-0.24,fair,True,,,-1.2,
Rebel Clash,Sword & Shield,132,Durant,Uncommon,Metal,100.0,https://images.pokemontcg.io/swsh2/132.png,0,3.0,0.09,0.05,0.09,0.11,-0.24,fair,True,,,-10.0,
SM Black Star Promos,Sun & Moon,SM116,Xurkitree,Promo,Lightning,120.0,https://images.pokemontcg.io/smp/SM116.png,0,3.0,7.01,6.95,7.01,8.93,-0.24,fair,True,,,0.0,
Evolving Skies,Sword & Shield,234,Turffield Stadium,Rare Secret,,0.0,https://images.pokemontcg.io/swsh7/234.png,0,3.0,4.11,7.22,4.11,5.24,-0.24,fair,True,,,2.5,
Cosmic Eclipse,Sun & Moon,237,Torkoal,Rare Secret,Fire,110.0,https://images.pokemontcg.io/sm12/237.png,0,3.0,14.51,5.66,14.51,18.48,-0.24,fair,True,,,-2.9,
Unified Minds,Sun & Moon,61,Joltik,Common,Lightning,40.0,https://images.pokemontcg.io/sm11/61.png,0,3.0,0.25,0.1,0.25,0.32,-0.24,fair,True,,,-10.7,
Neo Destiny,Neo,105,Mail from Bill,Common,,0.0,https://images.pokemontcg.io/neo4/105.png,0,3.0,0.5,0.63,0.5,0.64,-0.24,fair,True,,,0.0,
Unbroken Bonds,Sun & Moon,4,Butterfree,Rare,Grass,130.0,https://images.pokemontcg.io/sm10/4.png,0,3.0,0.5,0.61,0.5,0.64,-0.24,fair,True,,,-5.7,
Emerging Powers,Black & White,72,Ferrothorn,Rare,Metal,90.0,https://images.pokemontcg.io/bw2/72.png,0,3.0,0.88,0.7,0.88,1.12,-0.24,fair,True,,,0.0,
Emerging Powers,Black & White,37,Swoobat,Rare,Psychic,90.0,https://images.pokemontcg.io/bw2/37.png,0,3.0,0.88,0.45,0.88,1.12,-0.24,fair,True,,,3.5,
Team Up,Sun & Moon,121,Pidgey,Common,Colorless,50.0,https://images.pokemontcg.io/sm9/121.png,0,3.0,0.26,0.14,0.26,0.33,-0.24,fair,True,,,0.0,
Mega Evolution,Mega Evolution,177,Mega Venusaur ex,Special Illustration Rare,Grass,380.0,https://images.pokemontcg.io/me1/177.png,1,3.0,154.56,,154.56,196.67,-0.24,fair,True,,,0.1,
Sword & Shield,Sword & Shield,76,Boltund,Rare Holo,Lightning,120.0,https://images.pokemontcg.io/swsh1/76.png,0,3.0,0.33,0.5,0.33,0.42,-0.24,fair,True,,,0.0,
Mega Evolution,Mega Evolution,22,Mega Camerupt ex,Double Rare,Fire,340.0,https://images.pokemontcg.io/me1/22.png,1,3.0,0.6,,0.6,0.76,-0.24,fair,True,,,-11.8,
Skyridge,E-Card,136,Mystery Plate δ,Uncommon,,0.0,https://images.pokemontcg.io/ecard3/136.png,0,3.0,6.34,1.61,6.34,8.07,-0.24,fair,True,,,0.0,
Stellar Crown,Scarlet & Violet,53,Vikavolt,Uncommon,Lightning,160.0,https://images.pokemontcg.io/sv7/53.png,0,3.0,0.05,0.04,0.05,0.06,-0.24,fair,True,,,66.7,
Dragon Frontiers,EX,63,Shellder δ,Common,Fighting,40.0,https://images.pokemontcg.io/ex15/63.png,0,3.0,1.03,0.36,1.03,1.31,-0.24,fair,True,,,13.2,
HS—Triumphant,HeartGold & SoulSilver,20,Electivire,Rare,Lightning,100.0,https://images.pokemontcg.io/hgss4/20.png,0,3.0,2.23,3.11,2.23,2.84,-0.24,fair,True,,,0.0,
Shining Fates Shiny Vault,Sword & Shield,SV018,Sizzlipede,Rare Shiny,Fire,70.0,https://images.pokemontcg.io/swsh45sv/SV018.png,0,3.0,2.81,2.47,2.81,3.57,-0.24,fair,True,,,3.3,
Unified Minds,Sun & Moon,191,Cherish Ball,Uncommon,,0.0,https://images.pokemontcg.io/sm11/191.png,0,3.0,0.3,0.13,0.3,0.38,-0.24,fair,True,,,0.0,
Destined Rivals,Scarlet & Violet,188,Hydrapple,Illustration Rare,Grass,170.0,https://images.pokemontcg.io/sv10/188.png,0,3.0,3.74,3.63,3.74,4.75,-0.24,fair,True,,,-1.1,
Steam Siege,XY,54,Nosepass,Common,Fighting,70.0,https://images.pokemontcg.io/xy11/54.png,0,3.0,0.16,0.05,0.16,0.2,-0.24,fair,True,,,0.0,
Arceus,Platinum,19,Golem,Rare,Fighting,140.0,https://images.pokemontcg.io/pl4/19.png,0,3.0,1.66,0.86,1.66,2.11,-0.24,fair,True,,,-2.9,
Platinum,Platinum,54,Mightyena,Uncommon,Darkness,90.0,https://images.pokemontcg.io/pl1/54.png,0,3.0,0.77,0.47,0.77,0.98,-0.24,fair,True,,,-1.3,
SM Black Star Promos,Sun & Moon,SM244,Aipom,Promo,Colorless,60.0,https://images.pokemontcg.io/smp/SM244.png,0,3.0,5.33,1.62,5.33,6.77,-0.24,fair,True,,,0.0,
Flashfire,XY,52,Weavile,Rare,Darkness,90.0,https://images.pokemontcg.io/xy2/52.png,0,3.0,0.44,0.5,0.44,0.56,-0.24,fair,True,,,0.0,
Black & White,Black & White,95,Full Heal,Uncommon,,0.0,https://images.pokemontcg.io/bw1/95.png,0,3.0,0.19,0.16,0.19,0.24,-0.24,fair,True,,,-5.0,
Crimson Invasion,Sun & Moon,13,Numel,Common,Fire,80.0,https://images.pokemontcg.io/sm4/13.png,0,3.0,0.15,0.06,0.15,0.19,-0.24,fair,True,,,-6.3,
Black Bolt,Scarlet & Violet,157,Kyurem ex,Ultra Rare,Water,230.0,https://images.pokemontcg.io/zsv10pt5/157.png,1,3.0,1.38,1.19,1.38,1.75,-0.24,fair,True,,,16.9,
Plasma Storm,Black & White,85,Scraggy,Common,Darkness,60.0,https://images.pokemontcg.io/bw8/85.png,0,3.0,0.33,0.22,0.33,0.42,-0.24,fair,True,,,0.0,
Temporal Forces,Scarlet & Violet,86,Excadrill,Uncommon,Fighting,130.0,https://images.pokemontcg.io/sv5/86.png,0,3.0,0.09,0.03,0.09,0.11,-0.24,fair,True,,,-18.2,
Temporal Forces,Scarlet & Violet,79,Iron Valiant,Uncommon,Psychic,130.0,https://images.pokemontcg.io/sv5/79.png,0,3.0,0.09,0.03,0.09,0.11,-0.24,fair,True,,,-18.2,
Astral Radiance,Sword & Shield,135,Adaman,Rare Holo,,0.0,https://images.pokemontcg.io/swsh10/135.png,0,3.0,0.24,0.38,0.24,0.3,-0.24,fair,True,,,4.3,
Obsidian Flames,Scarlet & Violet,35,Darmanitan,Uncommon,Fire,140.0,https://images.pokemontcg.io/sv3/35.png,0,3.0,0.12,0.02,0.12,0.15,-0.24,fair,True,,,9.1,
Fossil,Base,54,Shellder,Common,Water,30.0,https://images.pokemontcg.io/base3/54.png,0,3.0,0.47,0.74,0.47,0.6,-0.24,fair,True,,,-16.1,
Fates Collide,XY,40,Larvitar,Common,Fighting,60.0,https://images.pokemontcg.io/xy10/40.png,0,3.0,0.19,0.16,0.19,0.24,-0.24,fair,True,,,0.0,
BW Black Star Promos,Black & White,BW63,White Kyurem-EX,Promo,Dragon,180.0,https://images.pokemontcg.io/bwp/BW63.png,0,3.0,8.12,3.5,8.12,10.31,-0.24,fair,True,,,2.5,
BREAKthrough,XY,130,Braviary,Rare,Colorless,100.0,https://images.pokemontcg.io/xy8/130.png,0,3.0,0.29,0.36,0.29,0.37,-0.24,fair,True,,,0.0,
Burning Shadows,Sun & Moon,94,Diancie,Rare Holo,Fairy,90.0,https://images.pokemontcg.io/sm3/94.png,0,3.0,0.93,0.4,0.93,1.18,-0.24,fair,True,,,-1.1,
Plasma Storm,Black & White,40,Cubchoo,Common,Water,70.0,https://images.pokemontcg.io/bw8/40.png,0,3.0,0.32,0.16,0.32,0.41,-0.24,fair,True,,,0.0,
Primal Clash,XY,47,Sealeo,Uncommon,Water,90.0,https://images.pokemontcg.io/xy5/47.png,0,3.0,0.27,0.15,0.27,0.34,-0.24,fair,True,,,12.5,
Destined Rivals,Scarlet & Violet,14,Lurantis,Uncommon,Grass,120.0,https://images.pokemontcg.io/sv10/14.png,0,3.0,0.09,0.03,0.09,0.11,-0.24,fair,True,,,0.0,
Sword & Shield,Sword & Shield,34,Cinderace,Rare Holo,Fire,170.0,https://images.pokemontcg.io/swsh1/34.png,0,3.0,0.34,0.8,0.34,0.43,-0.24,fair,True,,,0.0,
Evolving Skies,Sword & Shield,227,Inteleon,Rare Secret,Water,150.0,https://images.pokemontcg.io/swsh7/227.png,0,3.0,9.69,14.19,9.69,12.3,-0.24,fair,True,,,-6.3,
Crimson Invasion,Sun & Moon,26,Feebas,Common,Water,30.0,https://images.pokemontcg.io/sm4/26.png,0,3.0,0.23,0.1,0.23,0.29,-0.24,fair,True,,,-4.2,
Team Up,Sun & Moon,89,Spiritomb,Uncommon,Darkness,70.0,https://images.pokemontcg.io/sm9/89.png,0,3.0,0.24,0.21,0.24,0.3,-0.24,fair,True,,,9.1,
Flashfire,XY,48,Binacle,Common,Fighting,70.0,https://images.pokemontcg.io/xy2/48.png,0,3.0,0.18,0.07,0.18,0.23,-0.24,fair,True,,,0.0,
Celestial Storm,Sun & Moon,75,Pupitar,Uncommon,Fighting,80.0,https://images.pokemontcg.io/sm7/75.png,0,3.0,0.32,0.14,0.32,0.41,-0.24,fair,True,,,0.0,
Legends Awakened,Diamond & Pearl,44,Victreebel,Rare,Grass,120.0,https://images.pokemontcg.io/dp6/44.png,0,3.0,2.15,1.67,2.15,2.73,-0.24,fair,True,,,0.0,
Scarlet & Violet,Scarlet & Violet,79,Kilowattrel,Uncommon,Lightning,120.0,https://images.pokemontcg.io/sv1/79.png,0,3.0,0.09,0.03,0.09,0.11,-0.24,fair,True,,,0.0,
Scarlet & Violet,Scarlet & Violet,139,Forretress,Uncommon,Metal,120.0,https://images.pokemontcg.io/sv1/139.png,0,3.0,0.09,0.03,0.09,0.11,-0.24,fair,True,,,-10.0,
Forbidden Light,Sun & Moon,65,Pancham,Common,Fighting,70.0,https://images.pokemontcg.io/sm6/65.png,0,3.0,0.22,0.09,0.22,0.28,-0.24,fair,True,,,0.0,
Champion's Path,Sword & Shield,66,Suspicious Food Tin,Uncommon,,0.0,https://images.pokemontcg.io/swsh35/66.png,0,3.0,0.13,0.07,0.13,0.16,-0.24,fair,True,,,8.3,
Pokémon GO,Sword & Shield,67,Lure Module,Uncommon,,0.0,https://images.pokemontcg.io/pgo/67.png,0,3.0,0.12,0.05,0.12,0.15,-0.24,fair,True,,,-7.7,
Pokémon GO,Sword & Shield,70,Spark,Uncommon,,0.0,https://images.pokemontcg.io/pgo/70.png,0,3.0,0.12,0.05,0.12,0.15,-0.24,fair,True,,,9.1,
Plasma Storm,Black & White,31,Ludicolo,Rare,Water,130.0,https://images.pokemontcg.io/bw8/31.png,0,3.0,1.35,1.21,1.35,1.71,-0.24,fair,True,,,0.0,
Phantasmal Flames,Mega Evolution,119,Firebreather,Ultra Rare,,0.0,https://images.pokemontcg.io/me2/119.png,0,3.0,0.9,,0.9,1.14,-0.24,fair,True,,,-10.0,
Boundaries Crossed,Black & White,153,Rocky Helmet,Rare Secret,,0.0,https://images.pokemontcg.io/bw7/153.png,0,3.0,39.66,15.04,39.66,50.26,-0.24,,False,,,0.0,
Destined Rivals,Scarlet & Violet,220,Emcee's Hype,Ultra Rare,,0.0,https://images.pokemontcg.io/sv10/220.png,0,3.0,1.97,3.44,1.97,2.5,-0.24,fair,True,,,2.6,
Cosmic Eclipse,Sun & Moon,7,Sunkern,Common,Grass,50.0,https://images.pokemontcg.io/sm12/7.png,0,3.0,0.24,0.1,0.24,0.3,-0.24,fair,True,,,0.0,
Cosmic Eclipse,Sun & Moon,107,Trapinch,Common,Fighting,50.0,https://images.pokemontcg.io/sm12/107.png,0,3.0,0.24,0.09,0.24,0.3,-0.24,fair,True,,,-4.0,
Guardians Rising,Sun & Moon,113,Bewear,Uncommon,Colorless,130.0,https://images.pokemontcg.io/sm2/113.png,0,3.0,0.17,0.05,0.17,0.22,-0.24,fair,True,,,0.0,
Primal Clash,XY,57,Chinchou,Common,Lightning,70.0,https://images.pokemontcg.io/xy5/57.png,0,3.0,0.22,0.14,0.22,0.28,-0.24,fair,True,,,0.0,
Black & White,Black & White,74,Klink,Common,Metal,60.0,https://images.pokemontcg.io/bw1/74.png,0,3.0,0.27,0.17,0.27,0.34,-0.24,fair,True,,,-10.0,
Unbroken Bonds,Sun & Moon,123,Aron,Common,Metal,60.0,https://images.pokemontcg.io/sm10/123.png,0,3.0,0.24,0.11,0.24,0.3,-0.24,fair,True,,,9.1,
